country,year,𝚫g(K),gdp,name,value,class
Armenia,2005,0.020669378386048404,27080031378.28557,θ,1.9139821746131842,Savings/Investment
Armenia,2005,0.020669378386048404,27080031378.28557,𝝋,-0.9139821746131837,Savings/Investment
Armenia,2006,-0.0011874701775708152,30654606043.378727,θ,-41.08468030797391,Consumption
Armenia,2006,-0.0011874701775708152,30654606043.378727,𝝋,42.08468030797386,Consumption
Armenia,2006,-0.0011874701775708152,30654606043.378727,θ,-23.65577395960354,Savings/Investment
Armenia,2006,-0.0011874701775708152,30654606043.378727,𝝋,24.655773959603536,Savings/Investment
Armenia,2007,0.0013049962364028722,34854317027.904526,θ,15.721675506475218,Consumption
Armenia,2007,0.0013049962364028722,34854317027.904526,𝝋,-14.721675506475282,Consumption
Armenia,2007,0.0013049962364028722,34854317027.904526,θ,-0.0275366468882281,Savings/Investment
Armenia,2007,0.0013049962364028722,34854317027.904526,𝝋,1.0275366468882228,Savings/Investment
Armenia,2008,-0.10045301919019128,37259199901.83125,θ,-0.4443137671373025,Consumption
Armenia,2008,-0.10045301919019128,37259199901.83125,𝝋,1.4443137671373019,Consumption
Armenia,2008,-0.10045301919019128,37259199901.83125,θ,-0.01669836222964576,Savings/Investment
Armenia,2008,-0.10045301919019128,37259199901.83125,𝝋,1.0166983622296457,Savings/Investment
Armenia,2009,-0.27440277980273653,32005661701.33662,θ,-0.11696958478867973,Consumption
Armenia,2009,-0.27440277980273653,32005661701.33662,𝝋,1.1169695847886802,Consumption
Armenia,2009,-0.27440277980273653,32005661701.33662,θ,0.2322261887317185,Savings/Investment
Armenia,2009,-0.27440277980273653,32005661701.33662,𝝋,0.7677738112682816,Savings/Investment
Armenia,2010,0.19505074017571847,32709765972.99944,θ,-0.3916229505962243,Consumption
Armenia,2010,0.19505074017571847,32709765972.99944,𝝋,1.3916229505962245,Consumption
Armenia,2010,0.19505074017571847,32709765972.99944,θ,-0.008636262216819138,Savings/Investment
Armenia,2010,0.19505074017571847,32709765972.99944,𝝋,1.008636262216819,Savings/Investment
Armenia,2011,0.013540478903774768,34247160231.23197,θ,-0.27017824881448416,Consumption
Armenia,2011,0.013540478903774768,34247160231.23197,𝝋,1.2701782488144864,Consumption
Armenia,2011,0.013540478903774768,34247160231.23197,θ,0.1999735315663038,Savings/Investment
Armenia,2011,0.013540478903774768,34247160231.23197,𝝋,0.8000264684336963,Savings/Investment
Armenia,2012,0.030747407518984013,36712906961.40153,θ,-1.0294063403104716,Consumption
Armenia,2012,0.030747407518984013,36712906961.40153,𝝋,2.029406340310472,Consumption
Armenia,2012,0.030747407518984013,36712906961.40153,θ,-0.5682105863170398,Savings/Investment
Armenia,2012,0.030747407518984013,36712906961.40153,𝝋,1.5682105863170397,Savings/Investment
Armenia,2013,0.008618513290907778,37924496334.96113,θ,0.6097625909617616,Consumption
Armenia,2013,0.008618513290907778,37924496334.96113,𝝋,0.39023740903824006,Consumption
Armenia,2013,0.008618513290907778,37924496334.96113,θ,0.1883003173820268,Savings/Investment
Armenia,2013,0.008618513290907778,37924496334.96113,𝝋,0.8116996826179737,Savings/Investment
Armenia,2014,-0.048092121768826504,39289730393.126404,θ,-0.40172845645736355,Consumption
Armenia,2014,-0.048092121768826504,39289730393.126404,𝝋,1.4017284564573644,Consumption
Armenia,2014,-0.048092121768826504,39289730393.126404,θ,0.0349338335836711,Savings/Investment
Armenia,2014,-0.048092121768826504,39289730393.126404,𝝋,0.9650661664163289,Savings/Investment
Armenia,2015,0.00902787191482124,40547051254.0601,θ,2.827691186184632,Consumption
Armenia,2015,0.00902787191482124,40547051254.0601,𝝋,-1.8276911861846321,Consumption
Armenia,2015,0.00902787191482124,40547051254.0601,θ,2.3470054195203165,Savings/Investment
Armenia,2015,0.00902787191482124,40547051254.0601,𝝋,-1.3470054195203165,Savings/Investment
Armenia,2016,-0.04298717456333578,40628145146.76067,θ,-0.4167883437298812,Consumption
Armenia,2016,-0.04298717456333578,40628145146.76067,𝝋,1.4167883437298814,Consumption
Armenia,2016,-0.04298717456333578,40628145146.76067,θ,0.03505344553506792,Savings/Investment
Armenia,2016,-0.04298717456333578,40628145146.76067,𝝋,0.9649465544649319,Savings/Investment
Armenia,2017,0.13712162409301168,43675186615.97596,θ,-0.29560946921175446,Consumption
Armenia,2017,0.13712162409301168,43675186615.97596,𝝋,1.2956094692117546,Consumption
Armenia,2017,0.13712162409301168,43675186615.97596,θ,-0.0264979585432373,Savings/Investment
Armenia,2017,0.13712162409301168,43675186615.97596,𝝋,1.0264979585432372,Savings/Investment
Armenia,2018,-0.06740701740204846,45946356521.6579,θ,-0.47407285312176195,Consumption
Armenia,2018,-0.06740701740204846,45946356521.6579,𝝋,1.4740728531217628,Consumption
Armenia,2018,-0.06740701740204846,45946356521.6579,θ,0.016203724747581756,Savings/Investment
Armenia,2018,-0.06740701740204846,45946356521.6579,𝝋,0.9837962752524184,Savings/Investment
Armenia,2019,0.056498750788397306,49438294880.80248,θ,-0.4270918009750079,Consumption
Armenia,2019,0.056498750788397306,49438294880.80248,𝝋,1.4270918009750084,Consumption
Armenia,2019,0.056498750788397306,49438294880.80248,θ,-0.33757026748056745,Savings/Investment
Armenia,2019,0.056498750788397306,49438294880.80248,𝝋,1.3375702674805676,Savings/Investment
Armenia,2020,-0.21560931694158947,45878706702.77246,θ,-0.3926990941728054,Consumption
Armenia,2020,-0.21560931694158947,45878706702.77246,𝝋,1.3926990941728057,Consumption
Armenia,2020,-0.21560931694158947,45878706702.77246,θ,-0.053934928215438153,Savings/Investment
Armenia,2020,-0.21560931694158947,45878706702.77246,𝝋,1.0539349282154382,Savings/Investment
Aruba,1997,-0.04135731634873774,3828292569.379933,θ,-22.32012242291403,Consumption
Aruba,1997,-0.04135731634873774,3828292569.379933,𝝋,23.320122422914032,Consumption
Aruba,1997,-0.04135731634873774,3828292569.379933,θ,3.169645741015569,Savings/Investment
Aruba,1997,-0.04135731634873774,3828292569.379933,𝝋,-2.1696457410155707,Savings/Investment
Aruba,1998,-0.08076542444217916,3904549243.76066,θ,-9.62834840738385,Consumption
Aruba,1998,-0.08076542444217916,3904549243.76066,𝝋,10.628348407383857,Consumption
Aruba,1998,-0.08076542444217916,3904549243.76066,θ,0.275881538475941,Savings/Investment
Aruba,1998,-0.08076542444217916,3904549243.76066,𝝋,0.7241184615240591,Savings/Investment
Aruba,1999,-0.09697103336376103,3952892602.0826583,θ,-4.701442729362507,Consumption
Aruba,1999,-0.09697103336376103,3952892602.0826583,𝝋,5.7014427293625065,Consumption
Aruba,1999,-0.09697103336376103,3952892602.0826583,θ,1.1298182355283746,Savings/Investment
Aruba,1999,-0.09697103336376103,3952892602.0826583,𝝋,-0.12981823552837451,Savings/Investment
Aruba,2000,0.09150952245678504,4254217987.488673,θ,1.849531581108032,Consumption
Aruba,2000,0.09150952245678504,4254217987.488673,𝝋,-0.84953158110803,Consumption
Aruba,2000,0.09150952245678504,4254217987.488673,θ,0.309924287641688,Savings/Investment
Aruba,2000,0.09150952245678504,4254217987.488673,𝝋,0.6900757123583123,Savings/Investment
Aruba,2001,-0.10198584775048439,4432123909.489584,θ,-2.3914867482145032,Consumption
Aruba,2001,-0.10198584775048439,4432123909.489584,𝝋,3.391486748214502,Consumption
Aruba,2001,-0.10198584775048439,4432123909.489584,θ,1.2195560105170193,Savings/Investment
Aruba,2001,-0.10198584775048439,4432123909.489584,𝝋,-0.21955601051701892,Savings/Investment
Australia,1972,-0.0044718273164590094,395236891640.82043,θ,-0.8477640797921289,Consumption
Australia,1972,-0.0044718273164590094,395236891640.82043,𝝋,1.8477640797921413,Consumption
Australia,1972,-0.0044718273164590094,395236891640.82043,θ,0.440297376532345,Savings/Investment
Australia,1972,-0.0044718273164590094,395236891640.82043,𝝋,0.5597026234676565,Savings/Investment
Australia,1973,0.009552470865667101,408479417109.7171,θ,0.565403170617575,Consumption
Australia,1973,0.009552470865667101,408479417109.7171,𝝋,0.434596829382428,Consumption
Australia,1973,0.009552470865667101,408479417109.7171,θ,0.05994978841775905,Savings/Investment
Australia,1973,0.009552470865667101,408479417109.7171,𝝋,0.940050211582241,Savings/Investment
Australia,1974,0.010597690794534223,420394928378.77875,θ,0.8923078996816304,Consumption
Australia,1974,0.010597690794534223,420394928378.77875,𝝋,0.10769210031837087,Consumption
Australia,1974,0.010597690794534223,420394928378.77875,θ,0.07656364548414578,Savings/Investment
Australia,1974,0.010597690794534223,420394928378.77875,𝝋,0.9234363545158555,Savings/Investment
Australia,1975,-0.07851619800877317,429359333758.5058,θ,-0.021235757875732463,Consumption
Australia,1975,-0.07851619800877317,429359333758.5058,𝝋,1.0212357578757327,Consumption
Australia,1975,-0.07851619800877317,429359333758.5058,θ,0.12224250906176368,Savings/Investment
Australia,1975,-0.07851619800877317,429359333758.5058,𝝋,0.8777574909382364,Savings/Investment
Australia,1976,0.0017032575851170916,439845179033.3662,θ,-2.806293915924025,Consumption
Australia,1976,0.0017032575851170916,439845179033.3662,𝝋,3.8062939159240345,Consumption
Australia,1976,0.0017032575851170916,439845179033.3662,θ,-1.6592723403955711,Savings/Investment
Australia,1976,0.0017032575851170916,439845179033.3662,𝝋,2.65927234039557,Savings/Investment
Australia,1977,-0.0011400473160251851,452291709100.274,θ,5.667670412694519,Consumption
Australia,1977,-0.0011400473160251851,452291709100.274,𝝋,-4.667670412694496,Consumption
Australia,1977,-0.0011400473160251851,452291709100.274,θ,1.8775307489844482,Savings/Investment
Australia,1977,-0.0011400473160251851,452291709100.274,𝝋,-0.8775307489844496,Savings/Investment
Australia,1978,-0.006590644148155923,454111691670.7182,θ,0.36657013144620365,Consumption
Australia,1978,-0.006590644148155923,454111691670.7182,𝝋,0.6334298685537988,Consumption
Australia,1978,-0.006590644148155923,454111691670.7182,θ,0.7137326442520804,Savings/Investment
Australia,1978,-0.006590644148155923,454111691670.7182,𝝋,0.28626735574791934,Savings/Investment
Australia,1979,0.017118811770005023,473235339124.89124,θ,-0.2226294461046806,Consumption
Australia,1979,0.017118811770005023,473235339124.89124,𝝋,1.2226294461046834,Consumption
Australia,1979,0.017118811770005023,473235339124.89124,θ,0.3053321382032238,Savings/Investment
Australia,1979,0.017118811770005023,473235339124.89124,𝝋,0.6946678617967761,Savings/Investment
Australia,1980,0.03672037727720683,489184906074.11237,θ,0.014239550230215314,Consumption
Australia,1980,0.03672037727720683,489184906074.11237,𝝋,0.9857604497697842,Consumption
Australia,1980,0.03672037727720683,489184906074.11237,θ,0.07011699770449249,Savings/Investment
Australia,1980,0.03672037727720683,489184906074.11237,𝝋,0.9298830022955075,Savings/Investment
Australia,1981,0.02104755535286426,509636144922.4659,θ,0.040891289675204286,Consumption
Australia,1981,0.02104755535286426,509636144922.4659,𝝋,0.959108710324797,Consumption
Australia,1981,0.02104755535286426,509636144922.4659,θ,-0.07196599588214855,Savings/Investment
Australia,1981,0.02104755535286426,509636144922.4659,𝝋,1.071965995882149,Savings/Investment
Australia,1982,-0.0866259177231469,516582812069.0726,θ,-0.09840931936256944,Consumption
Australia,1982,-0.0866259177231469,516582812069.0726,𝝋,1.0984093193625697,Consumption
Australia,1982,-0.0866259177231469,516582812069.0726,θ,0.0569858351724804,Savings/Investment
Australia,1982,-0.0866259177231469,516582812069.0726,𝝋,0.9430141648275197,Savings/Investment
Australia,1983,-6.674574239655083e-4,509572564745.33246,θ,7.945747050627069,Consumption
Australia,1983,-6.674574239655083e-4,509572564745.33246,𝝋,-6.945747050627064,Consumption
Australia,1983,-6.674574239655083e-4,509572564745.33246,θ,10.96935180092018,Savings/Investment
Australia,1983,-6.674574239655083e-4,509572564745.33246,𝝋,-9.96935180092018,Savings/Investment
Australia,1984,0.042978920313437224,535514786600.9796,θ,-0.12070501763859083,Consumption
Australia,1984,0.042978920313437224,535514786600.9796,𝝋,1.1207050176385909,Consumption
Australia,1984,0.042978920313437224,535514786600.9796,θ,0.1413764169245329,Savings/Investment
Australia,1984,0.042978920313437224,535514786600.9796,𝝋,0.8586235830754672,Savings/Investment
Australia,1985,0.021966404135244075,565158555794.2218,θ,-0.09391879120997812,Consumption
Australia,1985,0.021966404135244075,565158555794.2218,𝝋,1.0939187912099788,Consumption
Australia,1985,0.021966404135244075,565158555794.2218,θ,0.08369364452189279,Savings/Investment
Australia,1985,0.021966404135244075,565158555794.2218,𝝋,0.9163063554781073,Savings/Investment
Australia,1986,-0.03718231024829993,586019380630.0446,θ,0.003830319577079333,Consumption
Australia,1986,-0.03718231024829993,586019380630.0446,𝝋,0.9961696804229206,Consumption
Australia,1986,-0.03718231024829993,586019380630.0446,θ,0.1531246232406769,Savings/Investment
Australia,1986,-0.03718231024829993,586019380630.0446,𝝋,0.8468753767593232,Savings/Investment
Australia,1987,0.005595783121240212,602171986790.1813,θ,-0.0913411233511986,Consumption
Australia,1987,0.005595783121240212,602171986790.1813,𝝋,1.0913411233511974,Consumption
Australia,1987,0.005595783121240212,602171986790.1813,θ,-0.07146567595765113,Savings/Investment
Australia,1987,0.005595783121240212,602171986790.1813,𝝋,1.0714656759576515,Savings/Investment
Australia,1988,0.08497595199089811,637644175685.0006,θ,-0.027779065765389913,Consumption
Australia,1988,0.08497595199089811,637644175685.0006,𝝋,1.0277790657653896,Consumption
Australia,1988,0.08497595199089811,637644175685.0006,θ,0.0653929458426001,Savings/Investment
Australia,1988,0.08497595199089811,637644175685.0006,𝝋,0.9346070541574,Savings/Investment
Australia,1989,-0.020390388353433708,660658867820.348,θ,-0.7241961326814581,Consumption
Australia,1989,-0.020390388353433708,660658867820.348,𝝋,1.7241961326814568,Consumption
Australia,1989,-0.020390388353433708,660658867820.348,θ,0.002625630124389291,Savings/Investment
Australia,1989,-0.020390388353433708,660658867820.348,𝝋,0.9973743698756107,Savings/Investment
Australia,1990,-0.0981231605552188,682978928760.6868,θ,-0.06492272669089483,Consumption
Australia,1990,-0.0981231605552188,682978928760.6868,𝝋,1.0649227266908947,Consumption
Australia,1990,-0.0981231605552188,682978928760.6868,θ,0.05575756355383358,Savings/Investment
Australia,1990,-0.0981231605552188,682978928760.6868,𝝋,0.9442424364461666,Savings/Investment
Australia,1991,0.0034609352381215538,676249508685.8075,θ,-1.2803910995969476,Consumption
Australia,1991,0.0034609352381215538,676249508685.8075,𝝋,2.280391099596946,Consumption
Australia,1991,0.0034609352381215538,676249508685.8075,θ,-1.768229544606381,Savings/Investment
Australia,1991,0.0034609352381215538,676249508685.8075,𝝋,2.7682295446063803,Savings/Investment
Australia,1992,0.006720796809373664,674836359329.8002,θ,-1.1479491718554165,Consumption
Australia,1992,0.006720796809373664,674836359329.8002,𝝋,2.147949171855415,Consumption
Australia,1992,0.006720796809373664,674836359329.8002,θ,-0.9077583507263598,Savings/Investment
Australia,1992,0.006720796809373664,674836359329.8002,𝝋,1.9077583507263602,Savings/Investment
Australia,1993,0.022168078451580028,707182996444.2534,θ,-0.28091253234677716,Consumption
Australia,1993,0.022168078451580028,707182996444.2534,𝝋,1.2809125323467774,Consumption
Australia,1993,0.022168078451580028,707182996444.2534,θ,0.19884360303638093,Savings/Investment
Australia,1993,0.022168078451580028,707182996444.2534,𝝋,0.8011563969636191,Savings/Investment
Australia,1994,0.023089299085939978,738208080505.3713,θ,-0.059506225968953365,Consumption
Australia,1994,0.023089299085939978,738208080505.3713,𝝋,1.0595062259689536,Consumption
Australia,1994,0.023089299085939978,738208080505.3713,θ,0.1341243038262695,Savings/Investment
Australia,1994,0.023089299085939978,738208080505.3713,𝝋,0.8658756961737305,Savings/Investment
Australia,1995,-0.024850402155675806,763285354434.5267,θ,-0.04451831276781578,Consumption
Australia,1995,-0.024850402155675806,763285354434.5267,𝝋,1.0445183127678155,Consumption
Australia,1995,-0.024850402155675806,763285354434.5267,θ,0.08667637302283142,Savings/Investment
Australia,1995,-0.024850402155675806,763285354434.5267,𝝋,0.9133236269771687,Savings/Investment
Australia,1996,-0.007725700849505966,792882370885.7847,θ,0.3897131058205408,Consumption
Australia,1996,-0.007725700849505966,792882370885.7847,𝝋,0.6102868941794595,Consumption
Australia,1996,-0.007725700849505966,792882370885.7847,θ,-0.1921582600964497,Savings/Investment
Australia,1996,-0.007725700849505966,792882370885.7847,𝝋,1.1921582600964495,Savings/Investment
Australia,1997,0.07483712964712697,822813449664.3833,θ,-0.02246508304472853,Consumption
Australia,1997,0.07483712964712697,822813449664.3833,𝝋,1.0224650830447282,Consumption
Australia,1997,0.07483712964712697,822813449664.3833,θ,0.0655019069852569,Savings/Investment
Australia,1997,0.07483712964712697,822813449664.3833,𝝋,0.934498093014743,Savings/Investment
Australia,1998,-0.03172200852215805,860776676155.6207,θ,-0.1919908341804037,Consumption
Australia,1998,-0.03172200852215805,860776676155.6207,𝝋,1.1919908341804033,Consumption
Australia,1998,-0.03172200852215805,860776676155.6207,θ,0.06805416635675068,Savings/Investment
Australia,1998,-0.03172200852215805,860776676155.6207,𝝋,0.9319458336432491,Savings/Investment
Australia,1999,0.050660993396425366,903398393809.7023,θ,-0.008034857754732233,Consumption
Australia,1999,0.050660993396425366,903398393809.7023,𝝋,1.0080348577547331,Consumption
Australia,1999,0.050660993396425366,903398393809.7023,θ,-0.034523301099590696,Savings/Investment
Australia,1999,0.050660993396425366,903398393809.7023,𝝋,1.0345233010995907,Savings/Investment
Australia,2000,-0.023579944145481785,939624975714.0706,θ,-0.5583768241744679,Consumption
Australia,2000,-0.023579944145481785,939624975714.0706,𝝋,1.558376824174469,Consumption
Australia,2000,-0.023579944145481785,939624975714.0706,θ,-0.07058116656221437,Savings/Investment
Australia,2000,-0.023579944145481785,939624975714.0706,𝝋,1.0705811665622145,Savings/Investment
Australia,2001,-0.0520933875429007,956732394520.3346,θ,-0.16238329303102372,Consumption
Australia,2001,-0.0520933875429007,956732394520.3346,𝝋,1.1623832930310234,Consumption
Australia,2001,-0.0520933875429007,956732394520.3346,θ,0.06931802487259645,Savings/Investment
Australia,2001,-0.0520933875429007,956732394520.3346,𝝋,0.9306819751274037,Savings/Investment
Australia,2002,0.045797018236178,993508731838.9948,θ,0.03974216489595523,Consumption
Australia,2002,0.045797018236178,993508731838.9948,𝝋,0.9602578351040445,Consumption
Australia,2002,0.045797018236178,993508731838.9948,θ,0.08171960363010428,Savings/Investment
Australia,2002,0.045797018236178,993508731838.9948,𝝋,0.9182803963698958,Savings/Investment
Australia,2003,0.004877340242889661,1022733324738.7197,θ,1.2287470610649214,Consumption
Australia,2003,0.004877340242889661,1022733324738.7197,𝝋,-0.22874706106492146,Consumption
Australia,2003,0.004877340242889661,1022733324738.7197,θ,-0.38327473577694643,Savings/Investment
Australia,2003,0.004877340242889661,1022733324738.7197,𝝋,1.3832747357769455,Savings/Investment
Australia,2004,0.02283723932586454,1063001687847.564,θ,0.23743043982613768,Consumption
Australia,2004,0.02283723932586454,1063001687847.564,𝝋,0.7625695601738623,Consumption
Australia,2004,0.02283723932586454,1063001687847.564,θ,-0.03448142460136034,Savings/Investment
Australia,2004,0.02283723932586454,1063001687847.564,𝝋,1.0344814246013605,Savings/Investment
Australia,2005,-0.046721429316981374,1098384322819.7031,θ,-0.25790723967690016,Consumption
Australia,2005,-0.046721429316981374,1098384322819.7031,𝝋,1.2579072396769,Consumption
Australia,2005,-0.046721429316981374,1098384322819.7031,θ,0.016194728707023435,Savings/Investment
Australia,2005,-0.046721429316981374,1098384322819.7031,𝝋,0.9838052712929766,Savings/Investment
Australia,2006,0.004557347778716865,1128470533678.5422,θ,1.2542709742864637,Consumption
Australia,2006,0.004557347778716865,1128470533678.5422,𝝋,-0.2542709742864592,Consumption
Australia,2006,0.004557347778716865,1128470533678.5422,θ,0.15177688971317788,Savings/Investment
Australia,2006,0.004557347778716865,1128470533678.5422,𝝋,0.8482231102868247,Savings/Investment
Australia,2007,0.027758845410214825,1171271625575.3745,θ,0.16236891689074381,Consumption
Australia,2007,0.027758845410214825,1171271625575.3745,𝝋,0.8376310831092557,Consumption
Australia,2007,0.027758845410214825,1171271625575.3745,θ,-0.0014961727555877654,Savings/Investment
Australia,2007,0.027758845410214825,1171271625575.3745,𝝋,1.0014961727555876,Savings/Investment
Australia,2008,-0.09436677880418251,1216433531144.3704,θ,-0.08158888896955405,Consumption
Australia,2008,-0.09436677880418251,1216433531144.3704,𝝋,1.0815888889695542,Consumption
Australia,2008,-0.09436677880418251,1216433531144.3704,θ,-0.0153769619777028,Savings/Investment
Australia,2008,-0.09436677880418251,1216433531144.3704,𝝋,1.0153769619777029,Savings/Investment
Australia,2009,-0.053190069106264476,1233243472864.8843,θ,0.010848316365442439,Consumption
Australia,2009,-0.053190069106264476,1233243472864.8843,𝝋,0.9891516836345579,Consumption
Australia,2009,-0.053190069106264476,1233243472864.8843,θ,-0.04145321224577357,Savings/Investment
Australia,2009,-0.053190069106264476,1233243472864.8843,𝝋,1.0414532122457736,Savings/Investment
Australia,2010,0.16950313268823963,1261415352077.575,θ,-0.07664490835858857,Consumption
Australia,2010,0.16950313268823963,1261415352077.575,𝝋,1.0766449083585885,Consumption
Australia,2010,0.16950313268823963,1261415352077.575,θ,-0.00944369910269492,Savings/Investment
Australia,2010,0.16950313268823963,1261415352077.575,𝝋,1.009443699102695,Savings/Investment
Australia,2011,-0.15443970874347515,1282276132513.8325,θ,-0.09750161788599185,Consumption
Australia,2011,-0.15443970874347515,1282276132513.8325,𝝋,1.097501617885992,Consumption
Australia,2011,-0.15443970874347515,1282276132513.8325,θ,-0.016816683994869987,Savings/Investment
Australia,2011,-0.15443970874347515,1282276132513.8325,𝝋,1.01681668399487,Savings/Investment
Australia,2012,0.023693034835838536,1330876340399.3174,θ,-0.50468618792402975,Consumption
Australia,2012,0.023693034835838536,1330876340399.3174,𝝋,1.5046861879240305,Consumption
Australia,2012,0.023693034835838536,1330876340399.3174,θ,0.016511239710685393,Savings/Investment
Australia,2012,0.023693034835838536,1330876340399.3174,𝝋,0.9834887602893144,Savings/Investment
Australia,2013,0.08567468338375644,1367416827228.4993,θ,-0.08745777290450052,Consumption
Australia,2013,0.08567468338375644,1367416827228.4993,𝝋,1.0874577729045005,Consumption
Australia,2013,0.08567468338375644,1367416827228.4993,θ,-0.012333559150397735,Savings/Investment
Australia,2013,0.08567468338375644,1367416827228.4993,𝝋,1.0123335591503977,Savings/Investment
Australia,2014,0.023288257157880327,1401754474037.9204,θ,0.14331353397417193,Consumption
Australia,2014,0.023288257157880327,1401754474037.9204,𝝋,0.8566864660258281,Consumption
Australia,2014,0.023288257157880327,1401754474037.9204,θ,-0.17901989315897046,Savings/Investment
Australia,2014,0.023288257157880327,1401754474037.9204,𝝋,1.1790198931589706,Savings/Investment
Australia,2015,-0.009810757445755325,1400055125085.6826,θ,-0.8993603036632921,Consumption
Australia,2015,-0.009810757445755325,1400055125085.6826,𝝋,1.899360303663292,Consumption
Australia,2015,-0.009810757445755325,1400055125085.6826,θ,0.5266174188316748,Savings/Investment
Australia,2015,-0.009810757445755325,1400055125085.6826,𝝋,0.4733825811683248,Savings/Investment
Australia,2016,-0.07065877925130759,1408733908063.5247,θ,-0.15466044423845726,Consumption
Australia,2016,-0.07065877925130759,1408733908063.5247,𝝋,1.1546604442384574,Consumption
Australia,2016,-0.07065877925130759,1408733908063.5247,θ,-0.03073361580276867,Savings/Investment
Australia,2016,-0.07065877925130759,1408733908063.5247,𝝋,1.0307336158027687,Savings/Investment
Australia,2017,0.06664726570709045,1441399289655.3809,θ,-0.008150950305216476,Consumption
Australia,2017,0.06664726570709045,1441399289655.3809,𝝋,1.0081509503052164,Consumption
Australia,2017,0.06664726570709045,1441399289655.3809,θ,0.0036052458138701826,Savings/Investment
Australia,2017,0.06664726570709045,1441399289655.3809,𝝋,0.9963947541861299,Savings/Investment
Australia,2018,-0.05566770553506206,1483293032041.1106,θ,-0.12653881655370108,Consumption
Australia,2018,-0.05566770553506206,1483293032041.1106,𝝋,1.1265388165537014,Consumption
Australia,2018,-0.05566770553506206,1483293032041.1106,θ,-0.020510846693990628,Savings/Investment
Australia,2018,-0.05566770553506206,1483293032041.1106,𝝋,1.0205108466939907,Savings/Investment
Australia,2019,-0.013303514099971306,1515642910323.8118,θ,-0.13396903450533057,Consumption
Australia,2019,-0.013303514099971306,1515642910323.8118,𝝋,1.13396903450533,Consumption
Australia,2019,-0.013303514099971306,1515642910323.8118,θ,-0.13165664344703004,Savings/Investment
Australia,2019,-0.013303514099971306,1515642910323.8118,𝝋,1.13165664344703,Savings/Investment
Austria,1997,-0.04503396794561968,413695413958.2726,θ,-0.17848453000521058,Consumption
Austria,1997,-0.04503396794561968,413695413958.2726,𝝋,1.1784845300052105,Consumption
Austria,1997,-0.04503396794561968,413695413958.2726,θ,0.004228470938586683,Savings/Investment
